launch_year,agency,state_code,category,agency_type
2016,ILSK,RU,O,private
2017,ILSK,RU,O,private
2017,ILSK,RU,O,private
2017,ILSK,RU,O,private
2007,ILSK,RU,F,private
2015,ILSK,RU,F,private
2000,ILSL,US,O,private
2000,ILSL,US,O,private
2000,ILSL,US,O,private
2000,ILSL,US,O,private
2000,ILSL,US,O,private
2000,ILSL,US,O,private
2001,ILSL,US,O,private
2001,ILSL,US,O,private
2001,ILSL,US,O,private
2001,ILSL,US,O,private
2002,ILSL,US,O,private
2002,ILSL,US,O,private
2002,ILSL,US,O,private
2002,ILSL,US,O,private
2002,ILSL,US,O,private
2003,ILSL,US,O,private
2003,ILSL,US,O,private
2003,ILSL,US,O,private
2003,ILSL,US,O,private
2003,ILSL,US,O,private
2004,ILSL,US,O,private
2004,ILSL,US,O,private
2004,ILSL,US,O,private
2004,ILSL,US,O,private
2004,ILSL,US,O,private
2004,ILSL,US,O,private
2005,ILSL,US,O,private
2005,ILSL,US,O,private
2005,ILSL,US,O,private
2006,ILSL,US,O,private
2006,ILSL,US,O,private
2009,IR,IR,O,state
2011,IR,IR,O,state
2012,IR,IR,O,state
2015,IR,IR,O,state
2008,IR,IR,F,state
2012,IR,IR,F,state
2012,IR,IR,F,state
2017,IR,IR,F,state
1988,IL,IL,O,state
1990,IL,IL,O,state
1995,IL,IL,O,state
2002,IL,IL,O,state
2007,IL,IL,O,state
2010,IL,IL,O,state
2014,IL,IL,O,state
2016,IL,IL,O,state
1998,IL,IL,F,state
2004,IL,IL,F,state
1970,J,J,O,state
1971,J,J,O,state
1971,J,J,O,state
1972,J,J,O,state
1974,J,J,O,state
1975,J,J,O,state
1977,J,J,O,state
1978,J,J,O,state
1978,J,J,O,state
1979,J,J,O,state
1980,J,J,O,state
1981,J,J,O,state
1983,J,J,O,state
1984,J,J,O,state
1985,J,J,O,state
1985,J,J,O,state
1987,J,J,O,state
1989,J,J,O,state
1990,J,J,O,state
1991,J,J,O,state
1993,J,J,O,state
1997,J,J,O,state
1998,J,J,O,state
2003,J,J,O,state
2005,J,J,O,state
2006,J,J,O,state
2006,J,J,O,state
1966,J,J,F,state
1966,J,J,F,state
1967,J,J,F,state
1969,J,J,F,state
1970,J,J,F,state
1976,J,J,F,state
1980,IN,IN,O,state
1981,IN,IN,O,state
1983,IN,IN,O,state
1992,IN,IN,O,state
1994,IN,IN,O,state
1994,IN,IN,O,state
1996,IN,IN,O,state
1997,IN,IN,O,state
1999,IN,IN,O,state
2001,IN,IN,O,state
2001,IN,IN,O,state
2002,IN,IN,O,state
2003,IN,IN,O,state
2003,IN,IN,O,state
2004,IN,IN,O,state
2005,IN,IN,O,state
2007,IN,IN,O,state
2007,IN,IN,O,state
2007,IN,IN,O,state
2008,IN,IN,O,state
2008,IN,IN,O,state
2008,IN,IN,O,state
2009,IN,IN,O,state
2009,IN,IN,O,state
2010,IN,IN,O,state
2011,IN,IN,O,state
2011,IN,IN,O,state
2011,IN,IN,O,state
2012,IN,IN,O,state
2012,IN,IN,O,state
2013,IN,IN,O,state
2013,IN,IN,O,state
2013,IN,IN,O,state
2014,IN,IN,O,state
2014,IN,IN,O,state
2014,IN,IN,O,state
2014,IN,IN,O,state
2015,IN,IN,O,state
2015,IN,IN,O,state
2015,IN,IN,O,state
2015,IN,IN,O,state
2015,IN,IN,O,state
2016,IN,IN,O,state
2016,IN,IN,O,state
2016,IN,IN,O,state
2016,IN,IN,O,state
2016,IN,IN,O,state
2016,IN,IN,O,state
2016,IN,IN,O,state
2017,IN,IN,O,state
2017,IN,IN,O,state
2017,IN,IN,O,state
2017,IN,IN,O,state
2017,IN,IN,O,state
2018,IN,IN,O,state
2018,IN,IN,O,state
2018,IN,IN,O,state
2018,IN,IN,O,state
1979,IN,IN,F,state
1987,IN,IN,F,state
1988,IN,IN,F,state
1993,IN,IN,F,state
2006,IN,IN,F,state
2010,IN,IN,F,state
2010,IN,IN,F,state
2009,J,J,O,state
2011,J,J,O,state
2012,J,J,O,state
2013,J,J,O,state
2016,J,J,O,state
2018,J,J,O,state
2018,J,J,O,state
2017,J,J,F,state
2013,KR,KR,O,state
2009,KR,KR,F,state
2010,KR,KR,F,state
2012,KP,KP,O,state
1998,KP,KP,F,state
2009,KP,KP,F,state
2012,KP,KP,F,state
1999,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2016,RU,RU,O,state
2017,RU,RU,O,state
2018,RU,RU,O,state
1999,RU,RU,F,state
2010,RU,RU,F,state
2013,RU,RU,F,state
2014,RU,RU,F,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2012,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2016,RU,RU,O,state
2005,RU,RU,F,state
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1995,LMA,US,O,private
1996,LMA,US,O,private
1996,LMA,US,O,private
1996,LMA,US,O,private
1996,LMA,US,O,private
1996,LMA,US,O,private
1996,LMA,US,O,private
1996,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1997,LMA,US,O,private
1998,LMA,US,O,private
1998,LMA,US,O,private
1998,LMA,US,O,private
1998,LMA,US,O,private
1998,LMA,US,O,private
1998,LMA,US,O,private
1998,LMA,US,O,private
1999,LMA,US,O,private
1999,LMA,US,O,private
1999,LMA,US,O,private
1999,LMA,US,O,private
1999,LMA,US,O,private
1999,LMA,US,O,private
1999,LMA,US,O,private
2000,LMA,US,O,private
2000,LMA,US,O,private
2001,LMA,US,O,private
1999,LMA,US,F,private
1995,LMSC,US,F,private
1989,MDSSC,US,O,private
1989,MDSSC,US,O,private
1989,MDSSC,US,O,private
1989,MDSSC,US,O,private
1989,MDSSC,US,O,private
1989,MDSSC,US,O,private
1989,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1990,MDSSC,US,O,private
1991,MDSSC,US,O,private
1991,MDSSC,US,O,private
1991,MDSSC,US,O,private
1991,MDSSC,US,O,private
1991,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1992,MDSSC,US,O,private
1993,MDSSC,US,O,private
1993,MDSSC,US,O,private
1993,MDSSC,US,O,private
1993,MDSSC,US,O,private
1993,MDSSC,US,O,private
1993,MDSSC,US,O,private
1993,MDSSC,US,O,private
1994,MDSSC,US,O,private
1994,MDSSC,US,O,private
1994,MDSSC,US,O,private
1995,MDSSC,US,O,private
1995,MDSSC,US,O,private
1995,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1996,MDSSC,US,O,private
1997,MDSSC,US,O,private
1997,MDSSC,US,O,private
1997,MDSSC,US,O,private
1997,MDSSC,US,O,private
1997,MDSSC,US,F,private
2006,MHI,J,O,private
2006,MHI,J,O,private
2007,MHI,J,O,private
2007,MHI,J,O,private
2008,MHI,J,O,private
2009,MHI,J,O,private
2009,MHI,J,O,private
2010,MHI,J,O,private
2010,MHI,J,O,private
2011,MHI,J,O,private
2011,MHI,J,O,private
2012,MHI,J,O,private
2013,MHI,J,O,private
2013,MHI,J,O,private
2014,MHI,J,O,private
2014,MHI,J,O,private
2014,MHI,J,O,private
2014,MHI,J,O,private
2015,MHI,J,O,private
2015,MHI,J,O,private
2015,MHI,J,O,private
2015,MHI,J,O,private
2016,MHI,J,O,private
2016,MHI,J,O,private
2016,MHI,J,O,private
2017,MHI,J,O,private
2017,MHI,J,O,private
2017,MHI,J,O,private
2017,MHI,J,O,private
2017,MHI,J,O,private
2017,MHI,J,O,private
2018,MHI,J,O,private
2018,MHI,J,O,private
2018,MHI,J,O,private
1990,MMA,US,O,private
1990,MMA,US,O,private
1990,MMA,US,O,private
1992,MMA,US,O,private
1994,MMCLS,US,O,private
1994,MMCLS,US,O,private
1994,MMCLS,US,O,private
1994,MMCLS,US,O,private
1994,MMCLS,US,O,private
1995,MMCLS,US,O,private
1995,MMCLS,US,O,private
1957,,SU,O,state
1957,,SU,O,state
1958,,SU,O,state
1959,,SU,O,state
1959,,SU,O,state
1959,,SU,O,state
1958,,SU,F,state
1958,,SU,F,state
1958,,SU,F,state
1958,,SU,F,state
1959,,SU,F,state
2016,KP,KP,O,state
1959,US,US,O,state
1960,US,US,O,state
1960,US,US,O,state
1960,US,US,O,state
1961,US,US,O,state
1961,US,US,O,state
1961,US,US,O,state
1961,US,US,O,state
1961,US,US,O,state
1961,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1973,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1986,US,US,O,state
1986,US,US,O,state
1986,US,US,O,state
1986,US,US,O,state
1987,US,US,O,state
1987,US,US,O,state
1987,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1992,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1993,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1994,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1998,US,US,O,state
1998,US,US,O,state
1998,US,US,O,state
1998,US,US,O,state
1998,US,US,O,state
1999,US,US,O,state
1999,US,US,O,state
1999,US,US,O,state
2000,US,US,O,state
2000,US,US,O,state
2000,US,US,O,state
2000,US,US,O,state
2000,US,US,O,state
2001,US,US,O,state
2001,US,US,O,state
2001,US,US,O,state
2001,US,US,O,state
2001,US,US,O,state
2001,US,US,O,state
2002,US,US,O,state
2002,US,US,O,state
2002,US,US,O,state
2002,US,US,O,state
2002,US,US,O,state
2003,US,US,O,state
2005,US,US,O,state
2006,US,US,O,state
2006,US,US,O,state
2006,US,US,O,state
2007,US,US,O,state
2007,US,US,O,state
2007,US,US,O,state
2008,US,US,O,state
2008,US,US,O,state
2008,US,US,O,state
2008,US,US,O,state
2009,US,US,O,state
2009,US,US,O,state
2009,US,US,O,state
2009,US,US,O,state
2009,US,US,O,state
2010,US,US,O,state
2010,US,US,O,state
2010,US,US,O,state
2011,US,US,O,state
2011,US,US,O,state
2011,US,US,O,state
1959,US,US,F,state
1960,US,US,F,state
1960,US,US,F,state
1960,US,US,F,state
1961,US,US,F,state
1961,US,US,F,state
1961,US,US,F,state
1964,US,US,F,state
1964,US,US,F,state
1965,US,US,F,state
1965,US,US,F,state
1968,US,US,F,state
1969,US,US,F,state
1971,US,US,F,state
1973,US,US,F,state
1975,US,US,F,state
1977,US,US,F,state
1977,US,US,F,state
1986,US,US,F,state
1986,US,US,F,state
1987,US,US,F,state
1975,J,J,O,state
1976,J,J,O,state
1977,J,J,O,state
1978,J,J,O,state
1979,J,J,O,state
1980,J,J,O,state
1981,J,J,O,state
1981,J,J,O,state
1982,J,J,O,state
1983,J,J,O,state
1983,J,J,O,state
1984,J,J,O,state
1984,J,J,O,state
1986,J,J,O,state
1986,J,J,O,state
1987,J,J,O,state
1987,J,J,O,state
1988,J,J,O,state
1988,J,J,O,state
1989,J,J,O,state
1990,J,J,O,state
1990,J,J,O,state
1991,J,J,O,state
1992,J,J,O,state
1994,J,J,O,state
1994,J,J,O,state
1995,J,J,O,state
1996,J,J,O,state
1997,J,J,O,state
1998,J,J,O,state
2001,J,J,O,state
2002,J,J,O,state
2002,J,J,O,state
2002,J,J,O,state
2003,J,J,O,state
1999,J,J,F,state
2003,J,J,F,state
2017,OATK,US,O,private
2017,OATK,US,O,private
1990,OSC,US,O,private
1991,OSC,US,O,private
1993,OSC,US,O,private
1993,OSC,US,O,private
1994,OSC,US,O,private
1994,OSC,US,O,private
1994,OSC,US,O,private
1995,OSC,US,O,private
1996,OSC,US,O,private
1996,OSC,US,O,private
1996,OSC,US,O,private
1996,OSC,US,O,private
1996,OSC,US,O,private
1997,OSC,US,O,private
1997,OSC,US,O,private
1997,OSC,US,O,private
1997,OSC,US,O,private
1997,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1998,OSC,US,O,private
1999,OSC,US,O,private
1999,OSC,US,O,private
1999,OSC,US,O,private
1999,OSC,US,O,private
2000,OSC,US,O,private
2000,OSC,US,O,private
2000,OSC,US,O,private
2002,OSC,US,O,private
2003,OSC,US,O,private
2003,OSC,US,O,private
2003,OSC,US,O,private
2003,OSC,US,O,private
2004,OSC,US,O,private
2005,OSC,US,O,private
2006,OSC,US,O,private
2007,OSC,US,O,private
2008,OSC,US,O,private
2008,OSC,US,O,private
2012,OSC,US,O,private
2013,OSC,US,O,private
2013,OSC,US,O,private
2013,OSC,US,O,private
2013,OSC,US,O,private
2014,OSC,US,O,private
2014,OSC,US,O,private
2016,OSC,US,O,private
2016,OSC,US,O,private
2017,OSC,US,O,private
2018,OSC,US,O,private
1994,OSC,US,F,private
1995,OSC,US,F,private
2009,OSC,US,F,private
2011,OSC,US,F,private
2014,OSC,US,F,private
2013,CN,CN,O,state
2014,CN,CN,O,state
2002,CN,CN,F,state
2005,CN,CN,F,state
2000,PU,RU,O,private
2000,PU,RU,O,private
2001,PU,RU,O,private
2006,PU,RU,O,private
1971,UK,UK,O,state
1970,UK,UK,F,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2000,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2001,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2002,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2003,RU,RU,O,state
2004,RU,RU,O,state
2002,RU,RU,F,state
2011,RU,RU,O,state
2018,RLABU,US,O,startup
2017,RLABU,US,F,startup
2005,RSC,J,O,private
2006,RSC,J,O,private
2006,RSC,J,O,private
1960,,SU,O,state
1960,,SU,O,state
1960,,SU,O,state
1961,,SU,O,state
1961,,SU,O,state
1961,,SU,O,state
1961,,SU,O,state
1961,,SU,O,state
1961,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1962,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1963,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
1964,,SU,O,state
