launch_year,agency,state_code,category,agency_type
2000,US,US,O,state
2000,US,US,O,state
1993,US,US,F,state
1993,US,US,F,state
1962,US,US,O,state
1962,US,US,O,state
1962,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1963,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1964,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1965,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1966,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1967,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1968,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1969,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1970,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1971,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1972,US,US,O,state
1973,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1974,US,US,O,state
1975,US,US,O,state
1975,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1976,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1977,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1978,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1979,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1980,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1981,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1982,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1983,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1984,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1985,US,US,O,state
1986,US,US,O,state
1986,US,US,O,state
1987,US,US,O,state
1987,US,US,O,state
1987,US,US,O,state
1987,US,US,O,state
1987,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1988,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1989,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1990,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1992,US,US,O,state
1994,US,US,O,state
1962,US,US,F,state
1962,US,US,F,state
1962,US,US,F,state
1963,US,US,F,state
1963,US,US,F,state
1963,US,US,F,state
1963,US,US,F,state
1964,US,US,F,state
1964,US,US,F,state
1965,US,US,F,state
1965,US,US,F,state
1965,US,US,F,state
1967,US,US,F,state
1967,US,US,F,state
1968,US,US,F,state
1975,US,US,F,state
1975,US,US,F,state
1978,US,US,F,state
1981,US,US,F,state
1985,US,US,F,state
1986,US,US,F,state
1990,US,US,O,state
1991,US,US,O,state
1991,US,US,O,state
1993,US,US,O,state
1994,US,US,O,state
1995,US,US,O,state
1995,US,US,O,state
1996,US,US,O,state
1996,US,US,O,state
1997,US,US,O,state
1997,US,US,O,state
1997,BLS,US,O,private
1997,BLS,US,O,private
1997,BLS,US,O,private
1997,BLS,US,O,private
1997,BLS,US,O,private
1997,BLS,US,O,private
1998,BLS,US,O,private
1998,BLS,US,O,private
1998,BLS,US,O,private
1998,BLS,US,O,private
1998,BLS,US,O,private
2000,BLS,US,O,private
2000,BLS,US,O,private
2000,BLS,US,O,private
2000,BLS,US,O,private
2000,BLS,US,O,private
2000,BLS,US,O,private
2001,BLS,US,O,private
2001,BLS,US,O,private
2001,BLS,US,O,private
2001,BLS,US,O,private
2001,BLS,US,O,private
2001,BLS,US,O,private
2001,BLS,US,O,private
2002,BLS,US,O,private
2002,BLS,US,O,private
2002,BLS,US,O,private
2002,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2003,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2004,BLS,US,O,private
2005,BLS,US,O,private
2005,BLS,US,O,private
2005,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
2006,BLS,US,O,private
1970,CN,CN,O,state
1971,CN,CN,O,state
1975,CN,CN,O,state
1976,CN,CN,O,state
1978,CN,CN,O,state
1982,CN,CN,O,state
1983,CN,CN,O,state
1984,CN,CN,O,state
1984,CN,CN,O,state
1984,CN,CN,O,state
1985,CN,CN,O,state
1986,CN,CN,O,state
1986,CN,CN,O,state
1987,CN,CN,O,state
1987,CN,CN,O,state
1988,CN,CN,O,state
1988,CN,CN,O,state
1988,CN,CN,O,state
1990,CN,CN,O,state
1990,CN,CN,O,state
1990,CN,CN,O,state
1990,CN,CN,O,state
1991,CN,CN,O,state
1992,CN,CN,O,state
1992,CN,CN,O,state
1992,CN,CN,O,state
1993,CN,CN,O,state
1994,CN,CN,O,state
1994,CN,CN,O,state
1994,CN,CN,O,state
1994,CN,CN,O,state
1995,CN,CN,O,state
1995,CN,CN,O,state
1996,CN,CN,O,state
1996,CN,CN,O,state
1997,CN,CN,O,state
1997,CN,CN,O,state
1997,CN,CN,O,state
1997,CN,CN,O,state
1997,CN,CN,O,state
1997,CN,CN,O,state
1998,CN,CN,O,state
1998,CN,CN,O,state
1998,CN,CN,O,state
1998,CN,CN,O,state
1998,CN,CN,O,state
1998,CN,CN,O,state
1999,CN,CN,O,state
1999,CN,CN,O,state
2000,CN,CN,O,state
2000,CN,CN,O,state
2000,CN,CN,O,state
2000,CN,CN,O,state
2001,CN,CN,O,state
2002,CN,CN,O,state
2002,CN,CN,O,state
2003,CN,CN,O,state
2003,CN,CN,O,state
2003,CN,CN,O,state
2003,CN,CN,O,state
2004,CN,CN,O,state
2004,CN,CN,O,state
2004,CN,CN,O,state
2004,CN,CN,O,state
2004,CN,CN,O,state
2005,CN,CN,O,state
2005,CN,CN,O,state
2005,CN,CN,O,state
2006,CN,CN,O,state
2006,CN,CN,O,state
2006,CN,CN,O,state
2006,CN,CN,O,state
2007,CN,CN,O,state
2007,CN,CN,O,state
2007,CN,CN,O,state
2007,CN,CN,O,state
2007,CN,CN,O,state
2007,CN,CN,O,state
2007,CN,CN,O,state
2008,CN,CN,O,state
2008,CN,CN,O,state
2008,CN,CN,O,state
2008,CN,CN,O,state
2008,CN,CN,O,state
2008,CN,CN,O,state
2009,CN,CN,O,state
2009,CN,CN,O,state
2009,CN,CN,O,state
2009,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2010,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2011,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2012,CN,CN,O,state
2013,CN,CN,O,state
2013,CN,CN,O,state
2013,CN,CN,O,state
2013,CN,CN,O,state
2013,CN,CN,O,state
2013,CN,CN,O,state
2014,CN,CN,O,state
2014,CN,CN,O,state
2014,CN,CN,O,state
2014,CN,CN,O,state
2014,CN,CN,O,state
2014,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2015,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2016,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2017,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
2018,CN,CN,O,state
1974,CN,CN,F,state
1995,CN,CN,F,state
1996,CN,CN,F,state
2011,CN,CN,F,state
2017,CN,CN,F,state
2017,CN,CN,O,state
1965,F,F,O,state
1966,F,F,O,state
1967,F,F,O,state
1967,F,F,O,state
1970,F,F,O,state
1970,F,F,O,state
1971,F,F,O,state
1975,F,F,O,state
1975,F,F,O,state
1975,F,F,O,state
1971,F,F,F,state
1967,I,I,O,state
1970,I,I,O,state
1971,I,I,O,state
1971,I,I,O,state
1972,I,I,O,state
1974,I,I,O,state
1974,I,I,O,state
1975,I,I,O,state
1988,I,I,O,state
1995,EER,US,F,private
1968,I-ELDO,I-ELDO,F,state
1969,I-ELDO,I-ELDO,F,state
1971,I-ELDO,I-ELDO,F,state
2011,ELUS,US,O,private
2012,ELUS,US,O,private
2012,ELUS,US,O,private
2012,ELUS,US,O,private
2014,ELUS,US,O,private
2013,ELUS,US,F,private
1979,I-ESA,I-ESA,O,state
1981,I-ESA,I-ESA,O,state
1981,I-ESA,I-ESA,O,state
1983,I-ESA,I-ESA,O,state
1983,I-ESA,I-ESA,O,state
1984,I-ESA,I-ESA,O,state
1997,I-ESA,I-ESA,O,state
2005,I-ESA,I-ESA,O,state
2005,I-ESA,I-ESA,O,state
2012,I-ESA,I-ESA,O,state
1980,I-ESA,I-ESA,F,state
1982,I-ESA,I-ESA,F,state
1996,I-ESA,I-ESA,F,state
2000,EUROK,RU,O,private
2002,EUROK,RU,O,private
2002,EUROK,RU,O,private
2003,EUROK,RU,O,private
2003,EUROK,RU,O,private
2006,EUROK,RU,O,private
2009,EUROK,RU,O,private
2009,EUROK,RU,O,private
2010,EUROK,RU,O,private
2013,EUROK,RU,O,private
2016,EUROK,RU,O,private
2017,EUROK,RU,O,private
2018,EUROK,RU,O,private
2005,EUROK,RU,F,private
2017,CN,CN,O,state
2018,CN,CN,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2004,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2005,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2006,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2007,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2008,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2009,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2010,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2011,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2012,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2013,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2014,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2015,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2016,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2017,RU,RU,O,state
2018,RU,RU,O,state
2018,RU,RU,O,state
2018,RU,RU,O,state
2018,RU,RU,O,state
2018,RU,RU,O,state
2011,RU,RU,F,state
2016,RU,RU,F,state
2017,RU,RU,F,state
2018,RU,RU,F,state
1990,GDCLS,US,O,private
1991,GDCLS,US,O,private
1992,GDCLS,US,O,private
1992,GDCLS,US,O,private
1992,GDCLS,US,O,private
1992,GDCLS,US,O,private
1993,GDCLS,US,O,private
1993,GDCLS,US,O,private
1993,GDCLS,US,O,private
1993,GDCLS,US,O,private
1993,GDCLS,US,O,private
1994,GDCLS,US,O,private
1991,GDCLS,US,F,private
1992,GDCLS,US,F,private
1996,ILSK,RU,O,private
1997,ILSK,RU,O,private
1997,ILSK,RU,O,private
1997,ILSK,RU,O,private
1997,ILSK,RU,O,private
1998,ILSK,RU,O,private
1998,ILSK,RU,O,private
1998,ILSK,RU,O,private
1999,ILSK,RU,O,private
1999,ILSK,RU,O,private
1999,ILSK,RU,O,private
1999,ILSK,RU,O,private
1999,ILSK,RU,O,private
2000,ILSK,RU,O,private
2000,ILSK,RU,O,private
2000,ILSK,RU,O,private
2000,ILSK,RU,O,private
2000,ILSK,RU,O,private
2000,ILSK,RU,O,private
2001,ILSK,RU,O,private
2001,ILSK,RU,O,private
2002,ILSK,RU,O,private
2002,ILSK,RU,O,private
2002,ILSK,RU,O,private
2002,ILSK,RU,O,private
2002,ILSK,RU,O,private
2003,ILSK,RU,O,private
2004,ILSK,RU,O,private
2004,ILSK,RU,O,private
2004,ILSK,RU,O,private
2004,ILSK,RU,O,private
2004,ILSK,RU,O,private
2005,ILSK,RU,O,private
2005,ILSK,RU,O,private
2005,ILSK,RU,O,private
2006,ILSK,RU,O,private
2006,ILSK,RU,O,private
2006,ILSK,RU,O,private
2006,ILSK,RU,O,private
2007,ILSK,RU,O,private
2007,ILSK,RU,O,private
2007,ILSK,RU,O,private
2008,ILSK,RU,O,private
2008,ILSK,RU,O,private
2008,ILSK,RU,O,private
2008,ILSK,RU,O,private
2008,ILSK,RU,O,private
2008,ILSK,RU,O,private
2009,ILSK,RU,O,private
2009,ILSK,RU,O,private
2009,ILSK,RU,O,private
2009,ILSK,RU,O,private
2009,ILSK,RU,O,private
2009,ILSK,RU,O,private
2009,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2010,ILSK,RU,O,private
2011,ILSK,RU,O,private
2011,ILSK,RU,O,private
2011,ILSK,RU,O,private
2011,ILSK,RU,O,private
2011,ILSK,RU,O,private
2011,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2012,ILSK,RU,O,private
2013,ILSK,RU,O,private
2013,ILSK,RU,O,private
2013,ILSK,RU,O,private
2013,ILSK,RU,O,private
2013,ILSK,RU,O,private
2013,ILSK,RU,O,private
2013,ILSK,RU,O,private
2014,ILSK,RU,O,private
2014,ILSK,RU,O,private
2014,ILSK,RU,O,private
2015,ILSK,RU,O,private
2015,ILSK,RU,O,private
2015,ILSK,RU,O,private
2016,ILSK,RU,O,private
