DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IE,2017,14.4,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IE,2018,11.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IE,2019,10.8,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IE,2020,9.9,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2007,24.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2008,20.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2009,18.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2010,17.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2011,17.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2012,17.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2013,19.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2014,16.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2015,17.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2016,15.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2017,15.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2018,13.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2019,14.2,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2020,12.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IS,2021,10.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2006,4.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2007,5.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2008,4.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2009,5.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2010,5.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2011,5.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2012,6.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2013,7.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2014,6.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2015,5.5,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2016,5.3,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2017,5,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2018,5.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2019,4.7,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2020,4.2,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,IT,2021,5.0,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2002,13.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2006,17.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2007,22.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2008,21.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2009,15.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2010,11.9,b
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2011,11.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2012,11.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2013,12.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2014,13.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2015,14.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2016,14.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2017,15.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2018,14.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2019,13.3,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2020,13.0,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LT,2021,12.0,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2006,10.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2007,10.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2008,9.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2009,9.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2010,8.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2011,7.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2012,7.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2013,6.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2014,5.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2015,4.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2016,3.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2017,2.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2018,1.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2019,1.3,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2020,0.7,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LU,2021,-0.2,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2006,15.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2007,13.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2008,11.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2009,13.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2010,15.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2011,14.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2012,14.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2013,16.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2014,17.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2015,18.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2016,19.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2017,19.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2018,19.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2019,21.2,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2020,22.3,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,LV,2021,14.6,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,ME,2014,7.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MK,2014,9.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2006,5.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2007,7.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2008,9.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2009,7.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2010,7.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2011,7.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2012,9.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2013,9.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2014,10.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2015,10.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2016,11.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2017,13.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2018,13.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2019,11.6,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2020,10.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,MT,2021,10.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2002,18.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2006,23.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2007,19.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2008,18.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2009,18.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2010,17.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2011,18.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2012,18.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2013,17.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2014,17.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2015,16.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2016,15.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2017,15.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2018,14.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2019,14.6,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2020,14.2,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NL,2021,13.5,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2006,16.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2007,15.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2008,17.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2009,16.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2010,16.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2011,15.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2012,14.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2013,15.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2014,14.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2015,16.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2016,14.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2017,13.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2018,13.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2019,13.2,dp
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2020,13.4,dp
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,NO,2021,14.3,dp
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2002,7.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2006,7.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2007,14.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2008,11.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2009,8.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2010,4.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2011,5.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2012,6.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2013,7.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2014,7.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2015,7.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2016,7.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2017,7.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2018,8.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2019,6.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2020,4.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PL,2021,4.5,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2006,8.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2007,8.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2008,9.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2009,10.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2010,12.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2011,12.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2012,15.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2013,13.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2014,14.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2015,16.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2016,13.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2017,10.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2018,8.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2019,10.9,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2020,11.4,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,PT,2021,11.9,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2002,16.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2006,7.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2007,12.5,d
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2008,8.5,d
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2009,7.4,d
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2010,8.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2011,9.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2012,6.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2013,4.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2014,4.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2015,5.6,e
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2016,4.8,e
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2017,2.9,e
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2018,2.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2019,3.3,e
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2020,2.4,e
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RO,2021,3.6,e
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RS,2014,8.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,RS,2018,9.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2006,16.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2007,17.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2008,16.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2009,15.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2010,15.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2011,15.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2012,15.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2013,14.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2014,13.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2015,14.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2016,13.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2017,12.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2018,12.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2019,11.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2020,11.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SE,2021,11.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2002,6.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2006,8.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2007,5.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2008,4.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2009,-0.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2010,0.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2011,3.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2012,4.5,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2013,6.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2014,7.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2015,8.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2016,8.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2017,8.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2018,9.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2019,7.9,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2020,3.1,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SI,2021,3.8,p
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2002,27.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2006,25.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2007,23.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2008,20.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2009,21.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2010,19.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2011,20.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2012,20.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2013,18.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2014,19.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2015,19.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2016,19.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2017,20.1,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2018,19.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2019,18.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2020,15.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,SK,2021,16.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,TR,2006,-2.2,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,TR,2014,-1.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2002,27.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2006,24.3,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2007,20.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2008,21.4,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2009,20.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2010,23.3,b
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2011,21.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2012,22.6,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2013,21.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2014,20.9,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2015,21.0,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2016,20.7,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2017,20.8,
ESTAT:SDG_05_20(1.0),01/03/23 11:00:00,A,PC,B-S_X_O,UK,2018,19.8,
