GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;6;0.83;CONSTITUTIVE;2024-07-15 17:47
SD;4;0.56;CONSTITUTIVE;2024-07-15 17:47
ECR;1;0.14;CONSTITUTIVE;2024-07-15 17:47
GREENSEFA;1;0.14;CONSTITUTIVE;2024-07-15 17:47
