DATAFLOW,LAST UPDATE,freq,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,AT,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BE,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,BG,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CY,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,CZ,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DE,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,DK,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EE,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EL,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,1999,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2020,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2021,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2022,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,ES,2023,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2000,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2001,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2002,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2003,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2004,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2005,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2006,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2007,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2008,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2009,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2010,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2011,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2012,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2013,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2014,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2015,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2016,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2017,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2018,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2019,1000.00,
ESTAT:PRC_HICP_INW(1.0),18/08/23 11:00:00,A,CP00,EU27_2020,2020,1000.00,
