who,TEAGE,category,n,N,p,X,Y,whofct
Customer,35,Work,20,4416,0.004528985507246377,0.013687600644122383,100,Customer
Customer,36,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,36,Family,0,0,0,0.013687600644122383,100,Customer
Customer,36,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,36,Work,18,4231,0.004254313401087214,0.013687600644122383,100,Customer
Customer,37,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,37,Family,0,0,0,0.013687600644122383,100,Customer
Customer,37,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,37,Work,8,4099,0.0019516955354964625,0.013687600644122383,100,Customer
Customer,38,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,38,Family,0,0,0,0.013687600644122383,100,Customer
Customer,38,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,38,Work,14,4147,0.003375934410417169,0.013687600644122383,100,Customer
Customer,39,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,39,Family,0,0,0,0.013687600644122383,100,Customer
Customer,39,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,39,Work,20,3900,0.005128205128205128,0.013687600644122383,100,Customer
Customer,40,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,40,Family,0,0,0,0.013687600644122383,100,Customer
Customer,40,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,40,Work,23,3812,0.006033578174186778,0.013687600644122383,100,Customer
Customer,41,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,41,Family,0,0,0,0.013687600644122383,100,Customer
Customer,41,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,41,Work,6,4467,0.001343183344526528,0.013687600644122383,100,Customer
Customer,42,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,42,Family,0,0,0,0.013687600644122383,100,Customer
Customer,42,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,42,Work,8,2989,0.0026764804282368685,0.013687600644122383,100,Customer
Customer,43,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,43,Family,0,0,0,0.013687600644122383,100,Customer
Customer,43,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,43,Work,3,3067,9.7815454841865e-4,0.013687600644122383,100,Customer
Customer,44,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,44,Family,0,0,0,0.013687600644122383,100,Customer
Customer,44,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,44,Work,14,3286,0.00426049908703591,0.013687600644122383,100,Customer
Customer,45,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,45,Family,0,0,0,0.013687600644122383,100,Customer
Customer,45,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,45,Work,20,3019,0.006624710168930109,0.013687600644122383,100,Customer
Customer,46,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,46,Family,0,0,0,0.013687600644122383,100,Customer
Customer,46,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,46,Work,10,2069,0.004833252779120348,0.013687600644122383,100,Customer
Customer,47,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,47,Family,0,0,0,0.013687600644122383,100,Customer
Customer,47,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,47,Work,7,2231,0.0031376064545047063,0.013687600644122383,100,Customer
Customer,48,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,48,Family,0,0,0,0.013687600644122383,100,Customer
Customer,48,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,48,Work,15,2676,0.005605381165919282,0.013687600644122383,100,Customer
Customer,49,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,49,Family,0,0,0,0.013687600644122383,100,Customer
Customer,49,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,49,Work,5,2150,0.002325581395348837,0.013687600644122383,100,Customer
Customer,50,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,50,Family,0,0,0,0.013687600644122383,100,Customer
Customer,50,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,50,Work,19,2129,0.008924377642085486,0.013687600644122383,100,Customer
Customer,51,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,51,Family,0,0,0,0.013687600644122383,100,Customer
Customer,51,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,51,Work,16,2334,0.006855184233076264,0.013687600644122383,100,Customer
Customer,52,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,52,Family,0,0,0,0.013687600644122383,100,Customer
Customer,52,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,52,Work,4,2227,0.001796138302649304,0.013687600644122383,100,Customer
Customer,53,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,53,Family,0,0,0,0.013687600644122383,100,Customer
Customer,53,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,53,Work,14,2401,0.0058309037900874635,0.013687600644122383,100,Customer
Customer,54,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,54,Family,0,0,0,0.013687600644122383,100,Customer
Customer,54,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,54,Work,3,2352,0.0012755102040816326,0.013687600644122383,100,Customer
Customer,55,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,55,Family,0,0,0,0.013687600644122383,100,Customer
Customer,55,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,55,Work,14,2100,0.006666666666666667,0.013687600644122383,100,Customer
Customer,56,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,56,Family,0,0,0,0.013687600644122383,100,Customer
Customer,56,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,56,Work,21,2246,0.009349955476402494,0.013687600644122383,100,Customer
Customer,57,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,57,Family,0,0,0,0.013687600644122383,100,Customer
Customer,57,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,57,Work,17,2135,0.007962529274004685,0.013687600644122383,100,Customer
Customer,58,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,58,Family,0,0,0,0.013687600644122383,100,Customer
Customer,58,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,58,Work,18,2363,0.00761743546339399,0.013687600644122383,100,Customer
Customer,59,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,59,Family,0,0,0,0.013687600644122383,100,Customer
Customer,59,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,59,Work,16,2369,0.006753904601097509,0.013687600644122383,100,Customer
Customer,60,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,60,Family,0,0,0,0.013687600644122383,100,Customer
Customer,60,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,60,Work,12,2191,0.005476951163852123,0.013687600644122383,100,Customer
Customer,61,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,61,Family,0,0,0,0.013687600644122383,100,Customer
Customer,61,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,61,Work,19,1927,0.009859885832900882,0.013687600644122383,100,Customer
Customer,62,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,62,Family,0,0,0,0.013687600644122383,100,Customer
Customer,62,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,62,Work,12,2407,0.004985459077690071,0.013687600644122383,100,Customer
Customer,63,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,63,Family,0,0,0,0.013687600644122383,100,Customer
Customer,63,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,63,Work,17,2351,0.007230965546575925,0.013687600644122383,100,Customer
Customer,64,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,64,Family,0,0,0,0.013687600644122383,100,Customer
Customer,64,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,64,Work,11,2633,0.004177744018230156,0.013687600644122383,100,Customer
Customer,65,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,65,Family,0,0,0,0.013687600644122383,100,Customer
Customer,65,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,65,Work,14,2647,0.005289006422364941,0.013687600644122383,100,Customer
Customer,66,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,66,Family,0,0,0,0.013687600644122383,100,Customer
Customer,66,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,66,Work,6,2023,0.002965892239248641,0.013687600644122383,100,Customer
Customer,67,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,67,Family,0,0,0,0.013687600644122383,100,Customer
Customer,67,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,67,Work,8,2385,0.0033542976939203353,0.013687600644122383,100,Customer
Customer,68,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,68,Family,0,0,0,0.013687600644122383,100,Customer
Customer,68,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,68,Work,9,2932,0.0030695770804911324,0.013687600644122383,100,Customer
Customer,69,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,69,Family,0,0,0,0.013687600644122383,100,Customer
Customer,69,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,69,Work,8,2315,0.0034557235421166306,0.013687600644122383,100,Customer
Customer,70,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,70,Family,0,0,0,0.013687600644122383,100,Customer
Customer,70,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,70,Work,10,2200,0.004545454545454545,0.013687600644122383,100,Customer
Customer,71,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,71,Family,0,0,0,0.013687600644122383,100,Customer
Customer,71,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,71,Work,8,2307,0.0034677069787602947,0.013687600644122383,100,Customer
Customer,72,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,72,Family,0,0,0,0.013687600644122383,100,Customer
Customer,72,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,72,Work,2,2119,9.438414346389807e-4,0.013687600644122383,100,Customer
Customer,73,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,73,Family,0,0,0,0.013687600644122383,100,Customer
Customer,73,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,73,Work,1,2004,4.99001996007984e-4,0.013687600644122383,100,Customer
Customer,74,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,74,Family,0,0,0,0.013687600644122383,100,Customer
Customer,74,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,74,Work,1,1775,5.633802816901409e-4,0.013687600644122383,100,Customer
Customer,75,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,75,Family,0,0,0,0.013687600644122383,100,Customer
Customer,75,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,75,Work,2,1601,0.0012492192379762648,0.013687600644122383,100,Customer
Customer,76,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,76,Family,0,0,0,0.013687600644122383,100,Customer
Customer,76,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,76,Work,0,0,0,0.013687600644122383,100,Customer
Customer,77,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,77,Family,0,0,0,0.013687600644122383,100,Customer
Customer,77,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,77,Work,1,1573,6.357279084551812e-4,0.013687600644122383,100,Customer
Customer,78,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,78,Family,0,0,0,0.013687600644122383,100,Customer
Customer,78,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,78,Work,2,1388,0.001440922190201729,0.013687600644122383,100,Customer
Customer,79,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,79,Family,0,0,0,0.013687600644122383,100,Customer
Customer,79,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,79,Work,3,1090,0.0027522935779816515,0.013687600644122383,100,Customer
Customer,80,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,80,Family,0,0,0,0.013687600644122383,100,Customer
Customer,80,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,80,Work,6,4249,0.0014120969639915275,0.013687600644122383,100,Customer
Customer,85,Alone,0,0,0,0.013687600644122383,100,Customer
Customer,85,Family,0,0,0,0.013687600644122383,100,Customer
Customer,85,Friend,0,0,0,0.013687600644122383,100,Customer
Customer,85,Work,2,3136,6.377551020408163e-4,0.013687600644122383,100,Customer
Foster Child,15,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,15,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,15,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,15,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,16,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,16,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,16,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,16,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,17,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,17,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,17,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,17,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,18,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,18,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,18,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,18,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,19,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,19,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,19,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,19,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,20,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,20,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,20,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,20,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,21,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,21,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,21,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,21,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,22,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,22,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,22,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,22,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,23,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,23,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,23,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,23,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,24,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,24,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,24,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,24,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,25,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,25,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,25,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,25,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,26,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,26,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,26,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,26,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,27,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,27,Family,10,1448,0.006906077348066298,0.010163082013708344,100,Foster Child
Foster Child,27,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,27,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,28,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,28,Family,2,1998,0.001001001001001001,0.010163082013708344,100,Foster Child
Foster Child,28,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,28,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,29,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,29,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,29,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,29,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,30,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,30,Family,12,3217,0.003730183400683867,0.010163082013708344,100,Foster Child
Foster Child,30,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,30,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,31,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,31,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,31,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,31,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,32,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,32,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,32,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,32,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,33,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,33,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,33,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,33,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,34,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,34,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,34,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,34,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,35,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,35,Family,4,4416,9.057971014492754e-4,0.010163082013708344,100,Foster Child
Foster Child,35,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,35,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,36,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,36,Family,43,4231,0.010163082013708344,0.010163082013708344,36,Foster Child
Foster Child,36,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,36,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,37,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,37,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,37,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,37,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,38,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,38,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,38,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,38,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,39,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,39,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,39,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,39,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,40,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,40,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,40,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,40,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,41,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,41,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,41,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,41,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,42,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,42,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,42,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,42,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,43,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,43,Family,16,3067,0.005216824258232801,0.010163082013708344,100,Foster Child
Foster Child,43,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,43,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,44,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,44,Family,2,3286,6.086427267194157e-4,0.010163082013708344,100,Foster Child
Foster Child,44,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,44,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,45,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,45,Family,9,3019,0.0029811195760185492,0.010163082013708344,100,Foster Child
Foster Child,45,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,45,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,46,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,46,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,46,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,46,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,47,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,47,Family,21,2231,0.00941281936351412,0.010163082013708344,100,Foster Child
Foster Child,47,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,47,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,48,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,48,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,48,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,48,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,49,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,49,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,49,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,49,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,50,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,50,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,50,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,50,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,51,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,51,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,51,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,51,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,52,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,52,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,52,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,52,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,53,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,53,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,53,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,53,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,54,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,54,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,54,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,54,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,55,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,55,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,55,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,55,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,56,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,56,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,56,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,56,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,57,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,57,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,57,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,57,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,58,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,58,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,58,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,58,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,59,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,59,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,59,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,59,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,60,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,60,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,60,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,60,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,61,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,61,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,61,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,61,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,62,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,62,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,62,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,62,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,63,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,63,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,63,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,63,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,64,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,64,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,64,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,64,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,65,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,65,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,65,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,65,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,66,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,66,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,66,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,66,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,67,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,67,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,67,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,67,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,68,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,68,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,68,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,68,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,69,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,69,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,69,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,69,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,70,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,70,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,70,Friend,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,70,Work,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,71,Alone,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,71,Family,0,0,0,0.010163082013708344,100,Foster Child
Foster Child,71,Friend,0,0,0,0.010163082013708344,100,Foster Child
