WKT,fid,id,pruid,pk,hydrouid,rank,name
"MULTIPOLYGON (((-113.992108047 50.8710580300001,-113.992179576 50.871065193,-113.992328986 50.8711782970001,-113.992326302 50.8713582600001,-113.992249804 50.8714951380001,-113.992113609 50.871588607,-113.992071055 50.8715896790001,-113.991937532 50.87150316,-113.991890963 50.8714413900001,-113.992036117 50.8712667550001,-113.992039956 50.8711047360001,-113.992108047 50.8710580300001)))",65,150171,"48",150171,"8044085",7,
"MULTIPOLYGON EMPTY",66,150211,"48",150211,"6355598",5,
"MULTIPOLYGON (((-114.035819357 50.8648899140001,-114.035871074 50.864747305,-114.036003901 50.864669711,-114.036406388 50.8645989720001,-114.036475637 50.8646277290001,-114.03654372 50.864674446,-114.036661761 50.8648303480001,-114.036681037 50.8649747640001,-114.03662364 50.8652071930001,-114.036676965 50.865262504,-114.037011885 50.8653609660001,-114.037346142 50.865693282,-114.037329656 50.8657288520001,-114.037432919 50.8658933820001,-114.037758133 50.8661445210001,-114.037915905 50.8663464260001,-114.037934061 50.8665087940001,-114.037889784 50.8665346590001,-114.037734217 50.8665217080001,-114.037530466 50.86637261,-114.037388607 50.8661441260001,-114.037184284 50.86600402,-114.036780146 50.865876793,-114.036644487 50.8657744100001,-114.036498064 50.865617769,-114.03647427 50.8655452120001,-114.036160451 50.8651144560001,-114.035819357 50.8648899140001)))",67,150238,"48",150238,"6620989",5,
"MULTIPOLYGON (((-114.020258939 50.9541118020001,-114.020382874 50.9541779350001,-114.020843755 50.954765389,-114.020853372 50.9548375950001,-114.020784417 50.9550247450001,-114.020621126 50.9551285160001,-114.020535814 50.955126314,-114.020412433 50.9550512200001,-114.020374388 50.954978295,-114.020357453 50.9547979380001,-114.020191579 50.9544968880001,-114.020166165 50.9542263690001,-114.020258939 50.9541118020001)))",68,150300,"48",150300,"7587386",7,
"MULTIPOLYGON (((-114.006202625 50.9104764950001,-114.006548701 50.910404424,-114.00697601 50.910397382,-114.007202118 50.910421172,-114.007295776 50.9105135350001,-114.007147959 50.910599694,-114.006859272 50.9106642420001,-114.006659834 50.910668119,-114.006223525 50.910593969,-114.006141189 50.9105468810001,-114.006202625 50.9104764950001)))",69,150372,"48",150372,"6320621",7,
"MULTIPOLYGON (((-114.234345209026 51.0133696263585,-114.2343449 51.01344,-114.234343851115 51.0136726340056,-114.234150237 51.01364197,-114.233977751 51.0136648600001,-114.233754017 51.0138304580001,-114.233713241 51.0140363850001,-114.234006703 51.0143761350001,-114.234015585 51.0144662900001,-114.233968585 51.0145371340001,-114.233687885 51.0147013920001,-114.23346898 51.0147861450001,-114.232314426 51.015496339,-114.231870894 51.01552179,-114.231148963 51.0154327280001,-114.230712374 51.01534143,-114.229491228 51.0150156330001,-114.228764738 51.0147645270001,-114.228337776 51.0145115480001,-114.22811019 51.014263279,-114.227893856 51.0138263960001,-114.227899213 51.0137365880001,-114.227963111 51.0136211640001,-114.228260768 51.0134123560001,-114.228333036 51.0133960750001,-114.228833985 51.0128862830001,-114.229128063 51.012497495,-114.229781362 51.012063277,-114.230567352 51.0117940860001,-114.231230858 51.0116659160001,-114.231805734 51.0115895870001,-114.23197979 51.0115397420001,-114.232129129 51.011426364,-114.232136092 51.0113095880001,-114.232057079 51.0111997870001,-114.231768776 51.0110130630001,-114.231446109 51.0109244600001,-114.231078073 51.0108797560001,-114.230152095 51.010866783,-114.229228756 51.0108089060001,-114.228000809 51.0105998380001,-114.227094931 51.0104884120001,-114.226412069 51.0104631880001,-114.224573551 51.0106893270001,-114.223889067 51.0106910540001,-114.223524811 51.0105834490001,-114.223235467 51.01041467,-114.223089056 51.010240271,-114.223012203 51.010094532,-114.222903149 51.010010997,-114.222978632 51.0099408190001,-114.222912822 51.0098493190001,-114.222840788 51.009622746,-114.222831651 51.009298706,-114.223081218401 51.008698052764,-114.223480486759 51.0086985709952,-114.223380987 51.008934002,-114.22330469 51.0092560100001,-114.223303136 51.0097596560001,-114.223375135 51.0099862380001,-114.223586808 51.0102611090001,-114.223738075 51.010354664,-114.224059622 51.0104612370001,-114.224645538 51.0104391870001,-114.224963055 51.0103747920001,-114.225541689 51.0102356250001,-114.225872366 51.01018951,-114.227171199 51.0101663990001,-114.227539224 51.010211117,-114.229457868 51.0105534800001,-114.229812734 51.0105799070001,-114.231080418 51.010600965,-114.231264441 51.0106233300001,-114.23186919 51.0107635750001,-114.232063172 51.0108581220001,-114.232350393 51.0110628150001,-114.232452522 51.01126314,-114.232490209 51.0115878390001,-114.23241209 51.011702895,-114.232234279 51.011815615,-114.23176956 51.0119575040001,-114.231654562 51.0119727920001,-114.23086077 51.0121338430001,-114.230205593 51.012361162,-114.229923809 51.012543378,-114.229635077 51.012842337,-114.229341002 51.013231127,-114.228832765 51.0136238090001,-114.228615751 51.0139154810001,-114.22857871 51.014058532,-114.228656087 51.0141952800001,-114.229011823 51.014446579,-114.229205817 51.014541132,-114.229598612 51.014649401,-114.230282406 51.0148994960001,-114.230532285 51.0150133590001,-114.230938804 51.0151309330001,-114.231222509 51.0151556440001,-114.231909744 51.015108963,-114.232345476 51.014975387,-114.233177097 51.014419434,-114.233317564 51.0142158990001,-114.233245502 51.0139893210001,-114.233256177 51.0138096790001,-114.233354464 51.0135961190001,-114.233577664 51.0134395200001,-114.233823991 51.0133733870001,-114.233995395 51.0133684660001,-114.234345209026 51.0133696263585)),((-114.209205985669 51.0086735440494,-114.209882440942 51.0086736969466,-114.209820844 51.0087186740001,-114.209525863 51.0088825130001,-114.209015683 51.009068218,-114.208481345 51.009181362,-114.20818238 51.009174208,-114.207899785 51.009131472,-114.207648414 51.009044513,-114.207387617 51.0088763560001,-114.207324506 51.008739951,-114.207333836947 51.0086731208932,-114.207860214225 51.0086732398687,-114.207934529 51.0087905090001,-114.208045748 51.0088381460001,-114.208257128 51.0088791860001,-114.208614675 51.0088607270001,-114.208874184 51.0088129660001,-114.209092055 51.0087462290001,-114.209205985669 51.0086735440494)),((-114.201254577284 51.0086719150035,-114.203490196184 51.0086722666818,-114.203478933 51.008674882,-114.202328653 51.0088362020001,-114.201747067 51.0087862860001,-114.201493003 51.008744215,-114.201254577284 51.0086719150035)),((-114.164211136242 50.9944366652883,-114.164211335077 50.994747883037,-114.164192494 50.994540912,-114.164211136242 50.9944366652883)),((-114.164209989051 50.9925439734099,-114.16421 50.9925707,-114.1642101 50.9926671,-114.164210286897 50.992950435611,-114.164097321 50.9928295810001,-114.163782083 50.992624037,-114.163627687 50.9925843020001,-114.163315176 50.992567722,-114.163170099 50.9926091600001,-114.162961534 50.9927570010001,-114.162814292 50.9930682460001,-114.162218697 50.9937193920001,-114.162155192 50.993825771,-114.162034206 50.9939397650001,-114.161169849 50.9943235300001,-114.160953616 50.9943632290001,-114.160424309 50.994395334,-114.160184558 50.9943535250001,-114.159905947 50.9942477970001,-114.159508032 50.993995264,-114.1588885 50.9934045160001,-114.158683274 50.9932645870001,-114.158208171 50.9931091060001,-114.158030305 50.992987848,-114.157870488 50.9928040870001,-114.157784091 50.9923522400001,-114.157782509 50.9921453070001,-114.157873423 50.9918237150001,-114.158039842 50.991665863,-114.158379779 50.9914672340001,-114.158510602 50.9914254560001,-114.158655116 50.991392997,-114.159366115 50.9914192900001,-114.159481607 50.9913951220001,-114.159737792 50.991167498,-114.159787634 50.9910517700001,-114.159853927 50.9906666080001,-114.159789362 50.9903232340001,-114.159652583 50.9899960830001,-114.159463775 50.9898205870001,-114.159203281 50.989652348,-114.159062604 50.9896219500001,-114.158792788 50.989606391,-114.158148565 50.9896536620001,-114.157900082 50.9897555570001,-114.157661929 50.98992065,-114.157613197 50.9900184080001,-114.15736684 50.9903182370001,-114.156835828 50.9908450030001,-114.156708246 50.991066748,-114.156650179 50.991317187,-114.156658776 50.992108939,-114.156724238 50.993135942,-114.156790973 50.9934433920001,-114.157029025 50.9937460300001,-114.157802374 50.9941516250001,-114.157977503 50.9943178080001,-114.158055769 50.9944366490001,-114.158090796 50.9945634260001,-114.158092347 50.995004194,-114.157986621 50.995334438,-114.157623028 50.9959192370001,-114.157614262 50.9960629480001,-114.157703992 50.9962270460001,-114.158656958 50.9967269580001,-114.158763141 50.9968554740001,-114.158838095 50.9970281880001,-114.158843552 50.9971722550001,-114.158763585 50.9973142140001,-114.158162477 50.997587433,-114.157637508 50.997547667,-114.156912248 50.9972871370001,-114.15655205 50.997116453,-114.155759417 50.9970251840001,-114.155661433 50.9969958070001,-114.155277188 50.996986458,-114.154531037 50.9970672140001,-114.154031792 50.997073034,-114.153465234 50.9970142510001,-114.152820423 50.996836618,-114.1525385 50.9967847660001,-114.151591064 50.9964288310001,-114.15134258 50.996296853,-114.149807451 50.9952969280001,-114.149633484 50.995112786,-114.149330834 50.9949344930001,-114.149183658 50.9947779970001,-114.148720137 50.9944338610001,-114.148370497 50.994092524,-114.148189439 50.9937912540001,-114.147841085 50.992964236,-114.147734948 50.9928357090001,-114.147053121 50.992333333,-114.146791014 50.9921919920001,-114.146331872 50.9920098730001,-114.145545378 50.9918197490001,-114.144768211 50.9917107840001,-114.144177125 50.9915883840001,-114.142942908 50.9914952120001,-114.142760648 50.9914457900001,-114.142265895 50.991379722,-114.142096945 50.991330674,-114.142763109 50.990463966,-114.142763914 50.9904654320001,-114.143078498 50.9906800040001,-114.143511925 50.990816555,-114.144162126 50.9909044220001,-114.144343832 50.990962837,-114.145107321 50.9910624500001,-114.14528899 50.9911208730001,-114.145459214 50.991134038,-114.146340323 50.9914074180001,-114.146519266 50.9915107290001,-114.146633133 50.9915135310001,-114.147015606 50.9917837240001,-114.147306168 50.991925746,-114.147548578 50.992156542,-114.147848432 50.9923797380001,-114.148044803 50.992663372,-114.148455142 50.993177119,-114.148541988 50.9936199790001,-114.148655773 50.9938566110001,-114.148883395 50.994096052,-114.149501764 50.9944709410001,-114.150241053 50.9951995850001,-114.150733568 50.9955354090001,-114.152654101 50.9965267380001,-114.153201477 50.996665997,-114.153582459 50.996729266,-114.15424919 50.9967814990001,-114.154519617 50.9967880990001,-114.155039131 50.9966838130001,-114.155584883 50.996616165,-114.155854783 50.9966317240001,-114.156376431 50.9967253950001,-114.156906273 50.9969182070001,-114.157570798 50.997240204,-114.15776677 50.997298953,-114.157979703 50.997313133,-114.158139556 50.997263037,-114.158287358 50.9971766900001,-114.158338852 50.9970340290001,-114.158275362 50.9969065710001,-114.158111721 50.996785635,-114.157821048 50.9966436500001,-114.157092008 50.9962121470001,-114.156848992 50.995990335,-114.156893413 50.995730564,-114.157489039 50.9953133440001,-114.157569543 50.995162367,-114.15760465 50.994821421,-114.157436108 50.9945474790001,-114.157118685 50.9941439930001,-114.156652949 50.993835813,-114.156541833 50.9937881220001,-114.156236487 50.9934209090001,-114.156181804 50.993149708,-114.156239907 50.9926654120001,-114.15620082 50.9912073,-114.156314739 50.990976204,-114.156435732 50.9908622180001,-114.156674972 50.990679168,-114.156934987 50.9903886690001,-114.157111347 50.9898352800001,-114.157129984 50.989763773,-114.157220836 50.989676047,-114.157651099 50.989398683,-114.158203373 50.989223257,-114.15843382 50.9891838880001,-114.158875479 50.9891856350001,-114.159100996 50.9892271150001,-114.159464949 50.989334903,-114.159644442 50.9894292270001,-114.159834362 50.9895867550001,-114.160003974 50.9898427300001,-114.160254569 50.9906403840001,-114.160331152 50.991020016,-114.160229832 50.9912784030001,-114.159983487 50.9915782400001,-114.15973168 50.9917340110001,-114.15957185 50.991784108,-114.159344167 50.9917785480001,-114.158868529 50.9916320660001,-114.158466761 50.991676253,-114.158349077 50.991736346,-114.158168443 50.9918938430001,-114.158035896 50.9921964490001,-114.158064348 50.992431008,-114.158264059 50.9926607360001,-114.158400365 50.9927629900001,-114.158777449 50.9928891070001,-114.159187414 50.9931779170001,-114.159430937 50.9933907340001,-114.159615382 50.9936380880001,-114.159778489 50.9937679840001,-114.16009319 50.9939825050001,-114.160584166 50.9941114020001,-114.160897839 50.9941100140001,-114.161386106 50.9940499410001,-114.161632419 50.9939839640001,-114.161854138 50.9938544410001,-114.161975123 50.9937404470001,-114.162225841 50.9933687480001,-114.162329865 50.9930654660001,-114.162441529 50.9928702980001,-114.162826921 50.9923939480001,-114.163223783 50.9921967070001,-114.163425747 50.9921566570001,-114.163668223 50.9921535340001,-114.163766764 50.99217393,-114.164209989051 50.9925439734099)))",70,150418,"48",150418,"7539711",4,Elbow River
"MULTIPOLYGON (((-114.244230146 51.098951142,-114.244009932 51.0988110260001,-114.243319496 51.098650852,-114.242923302 51.0985875210001,-114.24238177 51.0985657460001,-114.242127641 51.0985147900001,-114.241326481 51.0980551250001,-114.240964706 51.0978936910001,-114.240851663 51.0978730350001,-114.240754489 51.097825748,-114.240743961 51.097762544,-114.240890903 51.0976940720001,-114.241219538 51.097692829,-114.242059518 51.097739635,-114.242735654 51.097899506,-114.243450876 51.0981232550001,-114.244122771 51.0983549760001,-114.24441432 51.0984967700001,-114.244603868 51.0986721470001,-114.244908622 51.0988322260001,-114.245313239 51.0989946930001,-114.245573584 51.0991807220001,-114.245570906 51.0992256150001,-114.245425605 51.099267168,-114.244849268 51.0991096560001,-114.244367451 51.0990443420001,-114.244256029 51.0989967390001,-114.244230146 51.098951142)))",71,150570,"48",150570,"7391556",7,
"MULTIPOLYGON (((-113.987212102 50.8665240160001,-113.987355718 50.86654732,-113.987549388 50.8666863020001,-113.987656219 50.86680048,-113.987848929 50.8671463640001,-113.987841628 50.8672544880001,-113.987916019 50.8673065730001,-113.988067298 50.8676714800001,-113.988037941 50.8678791210001,-113.987885867 50.867945997,-113.987786524 50.8679485420001,-113.98759742 50.8678814300001,-113.987508849 50.867829709,-113.987369624 50.8676533710001,-113.987109066 50.8669134560001,-113.987102566 50.8665897980001,-113.987142285 50.866543801,-113.987212102 50.8665240160001)))",72,150680,"48",150680,"7256336",7,
"MULTIPOLYGON (((-114.07235022 51.0290719220001,-114.072502901 51.029138694,-114.072355926 51.0292069880001,-114.071737881 51.029281429,-114.071165983 51.029303064,-114.071013835 51.029227302,-114.071190424 51.0291417770001,-114.071808454 51.0290673150001,-114.07235022 51.0290719220001)))",73,150756,"48",150756,"7426596",7,
"MULTIPOLYGON (((-114.21415281 51.099308202,-114.215460311 51.0994203400001,-114.215570132 51.0994949080001,-114.215451688 51.0995640310001,-114.215091805 51.0996094430001,-114.214877833 51.0996043370001,-114.214551919 51.0995605690001,-114.214044865 51.0994405550001,-114.213934494 51.09937496,-114.214008544 51.0993317680001,-114.21415281 51.099308202)))",74,208860,"48",208860,"6644545",7,
"MULTIPOLYGON (((-114.039442921 51.0451796720001,-114.039726679 51.0452048510001,-114.039979091 51.045274211,-114.040089067 51.045339975,-114.039984768 51.0454092680001,-114.03951064 51.0454602180001,-114.039358491 51.0453844040001,-114.039254261 51.045228841,-114.039442921 51.0451796720001)))",75,208848,"48",208848,"6161542",7,
"MULTIPOLYGON (((-114.080083646 51.0532998780001,-114.08023475 51.0533936030001,-114.0801659 51.053580771,-114.080091804 51.0536238830001,-114.079876388 51.0536454840001,-114.079793724 51.05359845,-114.079798228 51.053526618,-114.079876814 51.0534116490001,-114.080053452 51.053326112,-114.080083646 51.0532998780001)))",76,208849,"48",208849,"7459080",7,
"MULTIPOLYGON (((-114.239808684 51.099314512,-114.240416208 51.0994277920001,-114.240899079 51.099475183,-114.241149449 51.099589011,-114.241187942 51.0996618790001,-114.24117725 51.0998415230001,-114.241114853 51.099929988,-114.2411152 51.1001638700001,-114.241509993 51.100730856,-114.241332916 51.1008256160001,-114.241188685 51.100849188,-114.24088856 51.1008510870001,-114.239655485 51.1006870430001,-114.239118188 51.1005933910001,-114.237627811 51.1004322410001,-114.235716252 51.1003870420001,-114.2352086 51.1002760760001,-114.234986792 51.1001629150001,-114.235052414 51.100020537,-114.235424617 51.099768516,-114.235995438 51.0995391630001,-114.236431974 51.0994055840001,-114.236981536 51.0992926400001,-114.237197101 51.0992707570001,-114.237310146 51.0992914180001,-114.237710145 51.099291894,-114.23908547 51.0992254540001,-114.239808684 51.099314512)))",77,208906,"48",208906,"7394054",2,Bow River
"MULTIPOLYGON (((-114.017316077 50.9068932530001,-114.017070189 50.906734064,-114.017005506 50.9066334610001,-114.017349217 50.906597267,-114.01804505 50.9068399400001,-114.018341034 50.906883485,-114.018851202 50.9069145110001,-114.018921633 50.906925308,-114.018989806 50.906972033,-114.018809592 50.9071203250001,-114.018635134 50.9071788360001,-114.018478332 50.907183821,-114.017788671 50.907067263,-114.017316077 50.9068932530001)))",78,213808,"48",213808,"7878812",5,Fish Creek
