WKT,id,b_travel_time,travel_time
"POLYGON ((-114.102559865794 51.1763989258376,-114.101324302541 51.1777484321221,-114.098847192417 51.1777505511519,-114.09760579006 51.1764031636941,-114.098841426018 51.1750536963278,-114.101318391636 51.175051577501,-114.102559865794 51.1763989258376))",8018,105,76
"POLYGON ((-114.102553883099 51.1737020706944,-114.101318391636 51.175051577501,-114.098841426018 51.1750536963278,-114.097600096354 51.1737063081452,-114.098835660509 51.1723568402531,-114.101312481644 51.1723547216291,-114.102553883099 51.1737020706944))",8019,101,100
"POLYGON ((-114.102571833959 51.1817926323718,-114.101336127091 51.1831421376123,-114.09885872789 51.1831442570479,-114.097617180114 51.18179687104,-114.098852959708 51.1804474047252,-114.101330214359 51.1804452854926,-114.102571833959 51.1817926323718))",8016,108,78
"POLYGON ((-114.102565849414 51.1790957797301,-114.101330214359 51.1804452854926,-114.098852959708 51.1804474047252,-114.097611484647 51.1791000179924,-114.098847192417 51.1777505511519,-114.101324302541 51.1777484321221,-114.102565849414 51.1790957797301))",8017,106,76
"POLYGON ((-114.102392699184 51.1008865089549,-114.101159141882 51.1022360298662,-114.098686069482 51.1022381432239,-114.097446698274 51.1008907354681,-114.098680327966 51.09954125337,-114.101153256484 51.0995391402145,-114.102392699184 51.1008865089549))",8046,47,64
"POLYGON ((-114.102386742305 51.0981896187805,-114.101153256484 51.0995391402145,-114.098680327966 51.09954125337,-114.097441029136 51.0981938448893,-114.098674587335 51.0968443622646,-114.101147371994 51.0968422493114,-114.102386742305 51.0981896187805))",8047,46,63
"POLYGON ((-114.102404615702 51.1062802855494,-114.101170915404 51.1076298054152,-114.098697555174 51.1076319191774,-114.097458039175 51.1062845128716,-114.098691811885 51.1049350318263,-114.101165028189 51.1049329182664,-114.102404615702 51.1062802855494))",8044,50,68
"POLYGON ((-114.102398656983 51.1035833978779,-114.101165028189 51.1049329182664,-114.098691811885 51.1049350318263,-114.097452368287 51.1035876247955,-114.098686069482 51.1022381432239,-114.101159141882 51.1022360298662,-114.102398656983 51.1035833978779))",8045,48,65
"POLYGON ((-114.102416535899 51.1116740571381,-114.101182692561 51.1130235759586,-114.098709044412 51.1130256901255,-114.097469383578 51.1116782852695,-114.09870329935 51.1103288052771,-114.101176803528 51.1103266913126,-114.102416535899 51.1116740571381))",8042,52,69
"POLYGON ((-114.10241057534 51.1089771719694,-114.101176803528 51.1103266913126,-114.09870329935 51.1103288052771,-114.097463710939 51.1089813996962,-114.098697555174 51.1076319191774,-114.101170915404 51.1076298054152,-114.10241057534 51.1089771719694))",8043,51,71
"POLYGON ((-114.102428459776 51.1170678237214,-114.101194473356 51.1184173414967,-114.098720537198 51.1184194560683,-114.097480731484 51.1170720526622,-114.098714790362 51.1157225737225,-114.101188582504 51.1157204593533,-114.102428459776 51.1170678237214))",8040,55,72
"POLYGON ((-114.102422497377 51.1143709410554,-114.101188582504 51.1157204593533,-114.098714790362 51.1157225737225,-114.097475057093 51.1143751695915,-114.098709044412 51.1130256901255,-114.101182692561 51.1130235759586,-114.102422497377 51.1143709410554))",8041,53,68
"POLYGON ((-114.102440387336 51.1224615852995,-114.101206257788 51.1238111020296,-114.098732033534 51.123813217006,-114.097492082895 51.1224658150498,-114.098726284922 51.1211163371628,-114.101200365117 51.1211142223888,-114.102440387336 51.1224615852995))",8038,57,69
"POLYGON ((-114.102434423096 51.1197647051361,-114.101200365117 51.1211142223888,-114.098726284922 51.1211163371628,-114.097486406751 51.1197689344817,-114.098720537198 51.1184194560683,-114.101194473356 51.1184173414967,-114.102434423096 51.1197647051361))",8039,56,72
"POLYGON ((-114.10245231858 51.1278553418725,-114.10121804586 51.1292048575576,-114.09874353342 51.1292069729389,-114.097503437811 51.1278595724326,-114.098737783033 51.1265100955981,-114.101212151369 51.1265079804192,-114.10245231858 51.1278553418725))",8036,61,66
"POLYGON ((-114.102446352497 51.1251584642116,-114.101212151369 51.1265079804192,-114.098737783033 51.1265100955981,-114.097497759915 51.1251626943668,-114.098732033534 51.123813217006,-114.101206257788 51.1238111020296,-114.102446352497 51.1251584642116))",8037,59,67
"POLYGON ((-114.102464253509 51.1332490934407,-114.101229837573 51.1345986080809,-114.098755036858 51.1346007238672,-114.097514796235 51.1332533248108,-114.098749284695 51.1319038490286,-114.101223941261 51.1319017334448,-114.102464253509 51.1332490934407))",8034,65,61
"POLYGON ((-114.102458285584 51.1305522182822,-114.101223941261 51.1319017334448,-114.098749284695 51.1319038490286,-114.097509116585 51.1305564492473,-114.09874353342 51.1292069729389,-114.10121804586 51.1292048575576,-114.102458285584 51.1305522182822))",8035,63,62
"POLYGON ((-114.102476192125 51.1386428400042,-114.101241632929 51.1399923535997,-114.09876654385 51.1399944697911,-114.097526158168 51.1386470721845,-114.09876078991 51.1372975974547,-114.101235734796 51.1372954814658,-114.102476192125 51.1386428400042))",8032,68,58
"POLYGON ((-114.102470222356 51.135945967348,-114.101235734796 51.1372954814658,-114.09876078991 51.1372975974547,-114.097520476763 51.1359501991232,-114.098755036858 51.1346007238672,-114.101229837573 51.1345986080809,-114.102470222356 51.135945967348))",8033,66,64
"POLYGON ((-114.102297499323 51.0577361159705,-114.101065084399 51.0590856452486,-114.098594311446 51.0590877553734,-114.097356096951 51.0577403360183,-114.098588584085 51.0563908454933,-114.101059213511 51.0563887355703,-114.102297499323 51.0577361159705))",8062,21,35
"POLYGON ((-114.10229155713 51.0550392057691,-114.101059213511 51.0563887355703,-114.098588584085 51.0563908454933,-114.097350441789 51.0550434254131,-114.098582857607 51.0536939343613,-114.101053343529 51.0536918246401,-114.10229155713 51.0550392057691))",8063,20,34
"POLYGON ((-114.102309386459 51.0631299326178,-114.101076828892 51.0644794608497,-114.098605768818 51.0644815713783,-114.09736740989 51.0631341534731,-114.09860003969 51.0617846640018,-114.101070956193 51.0617825536751,-114.102309386459 51.0631299326178))",8060,24,30
"POLYGON ((-114.102303442433 51.0604330249201,-114.101070956193 51.0617825536751,-114.09860003969 51.0617846640018,-114.097361752984 51.0604372453716,-114.098594311446 51.0590877553734,-114.101065084399 51.0590856452486,-114.102303442433 51.0604330249201))",8061,22,34
"POLYGON ((-114.102321277263 51.0685237442577,-114.101088577008 51.0698732714435,-114.098617229725 51.069875382376,-114.09737872632 51.0685279659207,-114.09861149883 51.067178477503,-114.101082702497 51.0671763667725,-114.102321277263 51.0685237442577))",8058,29,35
"POLYGON ((-114.102315331403 51.0658268390636,-114.101082702497 51.0671763667725,-114.09861149883 51.067178477503,-114.097373067669 51.0658310603228,-114.098605768818 51.0644815713783,-114.101076828892 51.0644794608497,-114.102315331403 51.0658268390636))",8059,26,29
"POLYGON ((-114.102333171736 51.0739175508905,-114.10110032875 51.0752670770303,-114.098628694169 51.0752691883668,-114.097390046241 51.0739217733614,-114.098622961505 51.0725722859972,-114.101094452426 51.0725701748628,-114.102333171736 51.0739175508905))",8056,30,43
"POLYGON ((-114.102327224041 51.0712206482,-114.101094452426 51.0725701748628,-114.098622961505 51.0725722859972,-114.097384385844 51.0712248702669,-114.098617229725 51.069875382376,-114.101088577008 51.0698732714435,-114.102327224041 51.0712206482))",8057,29,39
"POLYGON ((-114.102345069879 51.0793113525164,-114.101112084117 51.0806608776103,-114.09864016215 51.0806629893508,-114.097401369656 51.0793155757954,-114.098634427717 51.0779660894846,-114.10110620598 51.0779639779461,-114.102345069879 51.0793113525164))",8054,35,47
"POLYGON ((-114.102339120348 51.0766144523293,-114.10110620598 51.0779639779461,-114.098634427717 51.0779660894846,-114.097395707512 51.0766186752042,-114.098628694169 51.0752691883668,-114.10110032875 51.0752670770303,-114.102339120348 51.0766144523293))",8055,32,49
"POLYGON ((-114.102356971694 51.0847051491356,-114.101123843113 51.0860546731836,-114.098651633671 51.0860567853283,-114.097412696565 51.0847093732228,-114.098645897468 51.0833598879654,-114.101117963162 51.0833577760228,-114.102356971694 51.0847051491356))",8052,35,43
"POLYGON ((-114.102351020327 51.0820082514518,-114.101117963162 51.0833577760228,-114.098645897468 51.0833598879654,-114.097407032674 51.0820124751349,-114.09864016215 51.0806629893508,-114.101112084117 51.0806608776103,-114.102351020327 51.0820082514518))",8053,35,48
"POLYGON ((-114.102368877182 51.0900989407482,-114.101135605738 51.0914484637506,-114.098663108732 51.0914505762995,-114.09742402697 51.090103165644,-114.098657370759 51.0887536814397,-114.101129723972 51.0887515690929,-114.102368877182 51.0900989407482))",8050,40,49
"POLYGON ((-114.102362923978 51.0874020455677,-114.101129723972 51.0887515690929,-114.098657370759 51.0887536814397,-114.097418361331 51.0874062700592,-114.098651633671 51.0860567853283,-114.101123843113 51.0860546731836,-114.102362923978 51.0874020455677))",8051,37,45
"POLYGON ((-114.102380786345 51.0954927273546,-114.101147371994 51.0968422493114,-114.098674587335 51.0968443622646,-114.097435360873 51.095496953059,-114.098668847591 51.0941474699078,-114.101141488412 51.0941453571567,-114.102380786345 51.0954927273546))",8048,43,51
"POLYGON ((-114.102374831304 51.0927958346772,-114.101141488412 51.0941453571567,-114.098668847591 51.0941474699078,-114.097429693484 51.0928000599772,-114.098663108732 51.0914505762995,-114.101135605738 51.0914484637506,-114.102374831304 51.0927958346772))",8049,42,47
"POLYGON ((-114.105840697706 50.9862642788092,-114.104610276112 50.9876138608713,-114.102143299612 50.9876160437943,-114.100906887656 50.9862686444465,-114.102137381183 50.9849191010348,-114.10460421474 50.9849169183205,-114.105840697706 50.9862642788092))",7950,56,60
"POLYGON ((-114.105834565335 50.9835673357383,-114.10460421474 50.9849169183205,-114.102137381183 50.9849191010348,-114.100901041148 50.9835717009582,-114.102131463664 50.9822221570226,-114.104598154302 50.982219974517,-114.105834565335 50.9835673357383))",7951,54,55
"POLYGON ((-114.10585296528 50.9916581611933,-114.104622401656 50.9930077422153,-114.102155139207 50.9930099255558,-114.100918583375 50.9916625276655,-114.102149218954 50.9903129853013,-114.104616338417 50.9903108021696,-114.10585296528 50.9916581611933))",7948,52,71
"POLYGON ((-114.105846831021 50.9889612206275,-114.104616338417 50.9903108021696,-114.102149218954 50.9903129853013,-114.100912735065 50.9889655866822,-114.102143299612 50.9876160437943,-114.104610276112 50.9876138608713,-114.105846831021 50.9889612206275))",7949,60,67
"POLYGON ((-114.105865236635 50.9970520385671,-114.104634530937 50.9984016185491,-114.10216698245 50.9984038023072,-114.100930282698 50.9970564058744,-114.102161060372 50.9957068645577,-114.10462846583 50.9957046810085,-114.105865236635 50.9970520385671))",7946,47,60
"POLYGON ((-114.105859100485 50.9943551005064,-114.10462846583 50.9957046810085,-114.102161060372 50.9957068645577,-114.100924432586 50.9943594673962,-114.102155139207 50.9930099255558,-114.104622401656 50.9930077422153,-114.105859100485 50.9943551005064))",7947,49,66
"POLYGON ((-114.105877511771 51.0024459109309,-114.104646663956 51.0037954898731,-114.102178829342 51.0037976740488,-114.100941985626 51.0024502790736,-114.10217290544 51.0011007388042,-114.104640596979 51.0010985548373,-114.105877511771 51.0024459109309))",7944,37,54
"POLYGON ((-114.10587137373 50.9997489753752,-114.104640596979 51.0010985548373,-114.10217290544 51.0011007388042,-114.100936133711 50.9997533431002,-114.10216698245 50.9984038023072,-114.104634530937 50.9984016185491,-114.10587137373 50.9997489753752))",7945,42,60
"POLYGON ((-114.10588979069 51.0078397782849,-114.104658800714 51.0091893561873,-114.102190679886 51.0091915407808,-114.10095369216 51.0078441472631,-114.102184754158 51.006494608041,-114.104652731868 51.0064924236564,-114.10588979069 51.0078397782849))",7942,35,45
"POLYGON ((-114.105883650758 51.0051428452341,-114.104652731868 51.0064924236564,-114.102184754158 51.006494608041,-114.100947838442 51.0051472137945,-114.102178829342 51.0037976740488,-114.104646663956 51.0037954898731,-114.105883650758 51.0051428452341))",7943,37,48
"POLYGON ((-114.105902073394 51.0132336406294,-114.104670941213 51.014583217492,-114.102202534082 51.0145854025034,-114.100965402303 51.0132380104433,-114.102196606527 51.0118884722683,-114.104664870496 51.0118862874658,-114.105902073394 51.0132336406294))",7940,32,44
"POLYGON ((-114.105895931569 51.0105367100833,-114.104664870496 51.0118862874658,-114.102196606527 51.0118884722683,-114.10095954678 51.0105410794794,-114.102190679886 51.0091915407808,-114.104658800714 51.0091893561873,-114.105895931569 51.0105367100833))",7941,33,44
"POLYGON ((-114.105914359884 51.0186274979644,-114.104683085454 51.0199770737874,-114.102214391933 51.0199792592168,-114.100977116055 51.0186318686142,-114.102208462551 51.0172823314863,-114.104677012866 51.0172801462659,-114.105914359884 51.0186274979644))",7938,29,42
"POLYGON ((-114.105908216166 51.015930569923,-114.104677012866 51.0172801462659,-114.102208462551 51.0172823314863,-114.100971258728 51.0159349401548,-114.102202534082 51.0145854025034,-114.104670941213 51.014583217492,-114.105908216166 51.015930569923))",7939,30,43
"POLYGON ((-114.105926650161 51.0240213502902,-114.104695233439 51.0253709250738,-114.102226253438 51.0253731109213,-114.100988833418 51.0240257217761,-114.102220322228 51.0226761856952,-114.104689158978 51.0226740000567,-114.105926650161 51.0240213502902))",7936,27,33
"POLYGON ((-114.105920504549 51.0213244247534,-114.104689158978 51.0226740000567,-114.102220322228 51.0226761856952,-114.100982974285 51.0213287958212,-114.102214391933 51.0199792592168,-114.104683085454 51.0199770737874,-114.105920504549 51.0213244247534))",7937,28,38
"POLYGON ((-114.105742693002 50.9431130393443,-114.104513406079 50.9444626297308,-114.102048714011 50.9444648093173,-114.100813451465 50.943117398309,-114.102042810143 50.9417678465133,-114.10450735962 50.9417656671351,-114.105742693002 50.9431130393443))",7966,83,68
"POLYGON ((-114.105736575719 50.9404160762282,-114.10450735962 50.9417656671351,-114.102042810143 50.9417678465133,-114.100807619341 50.9404204347763,-114.102036907184 50.9390708824564,-114.104501314092 50.9390687032865,-114.105736575719 50.9404160762282))",7967,82,69
"POLYGON ((-114.105754930392 50.9485069618175,-114.104525501787 50.949856551163,-114.102060524474 50.9498587311663,-114.100825118406 50.9485113216156,-114.102054618788 50.9471617708682,-114.104519453468 50.9471595910734,-114.105754930392 50.9485069618175))",7964,81,67
"POLYGON ((-114.105748811226 50.9458100012074,-114.104519453468 50.9471595910734,-114.102054618788 50.9471617708682,-114.100819284487 50.9458143605887,-114.102048714011 50.9444648093173,-114.104513406079 50.9444626297308,-114.105748811226 50.9458100012074))",7965,81,66
"POLYGON ((-114.10576717155 50.9539008792788,-114.104537601221 50.9552504675836,-114.102072338573 50.9552526480036,-114.10083678894 50.9539052399105,-114.102066431069 50.9525556902114,-114.104531551038 50.9525535099998,-114.10576717155 50.9539008792788))",7962,70,52
"POLYGON ((-114.1057610505 50.9512039211746,-114.104531551038 50.9525535099998,-114.102066431069 50.9525556902114,-114.100830953224 50.9512082813895,-114.102060524474 50.9498587311663,-114.104525501787 50.949856551163,-114.1057610505 50.9512039211746))",7963,71,57
"POLYGON ((-114.105779416477 50.9592947917285,-114.104549704379 50.9606443789926,-114.10208415631 50.9606465598295,-114.100848463067 50.9592991531939,-114.102078246986 50.957949604543,-114.104543652334 50.9579474239145,-114.105779416477 50.9592947917285))",7960,68,44
"POLYGON ((-114.105773293542 50.9565978361301,-114.104543652334 50.9579474239145,-114.102078246986 50.957949604543,-114.100842625554 50.9566021971786,-114.102072338573 50.9552526480036,-114.104537601221 50.9552504675836,-114.105773293542 50.9565978361301))",7961,69,47
"POLYGON ((-114.105791665175 50.9646886991667,-114.104561811265 50.9660382853902,-114.102095977686 50.9660404666442,-114.100860140789 50.9646930614662,-114.102090066543 50.9633435138632,-114.104555757356 50.9633413328178,-114.105791665175 50.9646886991667))",7958,69,50
"POLYGON ((-114.105785540355 50.961991746074,-114.104555757356 50.9633413328178,-114.102090066543 50.9633435138632,-114.100854301479 50.9619961079564,-114.10208415631 50.9606465598295,-114.104549704379 50.9606443789926,-114.105785540355 50.961991746074))",7959,68,42
"POLYGON ((-114.105803917646 50.9700826015937,-114.10457392188 50.9714321867767,-114.102107802702 50.9714343684478,-114.100871822108 50.9700869647273,-114.102101889739 50.9687374181723,-114.104567866107 50.9687352367098,-114.105803917646 50.9700826015937))",7956,61,56
"POLYGON ((-114.105797790939 50.9673856510066,-114.104567866107 50.9687352367098,-114.102101889739 50.9687374181723,-114.100865980999 50.9673900137231,-114.102095977686 50.9660404666442,-114.104561811265 50.9660382853902,-114.105797790939 50.9673856510066))",7957,65,52
"POLYGON ((-114.10581617389 50.9754764990096,-114.104586036225 50.9768260831522,-114.102119631362 50.9768282652405,-114.100883507024 50.9754808629776,-114.102113716577 50.9741313174705,-114.104579978586 50.9741291355908,-114.10581617389 50.9754764990096))",7954,60,56
"POLYGON ((-114.105810045296 50.972779550928,-114.104579978586 50.9741291355908,-114.102113716577 50.9741313174705,-114.100877664116 50.9727839144788,-114.102107802702 50.9714343684478,-114.10457392188 50.9714321867767,-114.105810045296 50.972779550928))",7955,58,53
"POLYGON ((-114.105828433909 50.9808703914147,-114.104598154302 50.982219974517,-114.102131463664 50.9822221570226,-114.10089519554 50.9808747562173,-114.102125547057 50.9795252117579,-114.104592094797 50.9795230294609,-114.105828433909 50.9808703914147))",7952,55,52
"POLYGON ((-114.105822303427 50.9781734458385,-114.104592094797 50.9795230294609,-114.102125547057 50.9795252117579,-114.100889350832 50.9781778102237,-114.102119631362 50.9768282652405,-114.104586036225 50.9768260831522,-114.105822303427 50.9781734458385))",7953,59,53
"POLYGON ((-114.105644929336 50.8999614791077,-114.104416774298 50.9013110778248,-114.101954361044 50.901313254081,-114.100720245075 50.899965831412,-114.101948471691 50.8986162712261,-114.104410742705 50.8986140951779,-114.105644929336 50.8999614791077))",7982,110,72
"POLYGON ((-114.105638827092 50.8972644959399,-114.104410742705 50.8986140951779,-114.101948471691 50.8986162712261,-114.100714427289 50.8972688478284,-114.101942583243 50.8959192871179,-114.104404712039 50.8959171112776,-114.105638827092 50.8972644959399))",7983,113,65
"POLYGON ((-114.105657136639 50.905355441683,-114.104428840268 50.9067050393585,-114.101966142469 50.9067072160306,-114.100731883332 50.9053597948192,-114.101960251304 50.9040102356824,-114.104422806819 50.9040080592183,-114.105657136639 50.905355441683))",7980,108,66
"POLYGON ((-114.105651032518 50.902658461022,-114.104422806819 50.9040080592183,-114.101960251304 50.9040102356824,-114.100726063756 50.9026628137423,-114.101954361044 50.901313254081,-114.104416774298 50.9013110778248,-114.105651032518 50.902658461022))",7981,108,65
"POLYGON ((-114.105669347698 50.9107493992449,-114.104440909949 50.9120989958788,-114.101977927518 50.9121011729669,-114.100743525169 50.9107537532132,-114.10197203454 50.9094041951254,-114.104434874644 50.9094020182453,-114.105669347698 50.9107493992449))",7978,103,66
"POLYGON ((-114.105663241699 50.9080524210906,-114.104434874644 50.9094020182453,-114.10197203454 50.9094041951254,-114.100737703803 50.9080567746429,-114.101966142469 50.9067072160306,-114.104428840268 50.9067050393585,-114.105663241699 50.9080524210906))",7979,104,62
"POLYGON ((-114.105681562513 50.9161433517935,-114.104452983344 50.9174929473859,-114.101989716193 50.9174951248902,-114.100755170589 50.916147706594,-114.101983821402 50.9147981495552,-114.104446946182 50.914795972259,-114.105681562513 50.9161433517935))",7976,99,65
"POLYGON ((-114.105675454636 50.9134463761458,-114.104446946182 50.914795972259,-114.101983821402 50.9147981495552,-114.100749347431 50.9134507305302,-114.101977927518 50.9121011729669,-114.104440909949 50.9120989958788,-114.105675454636 50.9134463761458))",7977,101,67
"POLYGON ((-114.105693781088 50.921537299329,-114.104465060455 50.92288689388,-114.102001508496 50.9228890718005,-114.100766819591 50.921541654962,-114.101995611891 50.920192098972,-114.104459021435 50.9201899212595,-114.105693781088 50.921537299329))",7974,95,66
"POLYGON ((-114.105687671331 50.9188403261879,-114.104459021435 50.9201899212595,-114.101995611891 50.920192098972,-114.100760994642 50.9188446814046,-114.101989716193 50.9174951248902,-114.104452983344 50.9174929473859,-114.105687671331 50.9188403261879))",7975,96,65
"POLYGON ((-114.105706003422 50.9269312418516,-114.104477141282 50.9282808353613,-114.102013304427 50.9282830136982,-114.100778472179 50.9269355983172,-114.102007406008 50.925586043376,-114.104471100404 50.9255838652472,-114.105706003422 50.9269312418516))",7972,92,69
"POLYGON ((-114.105699891785 50.9242342712169,-114.104471100404 50.9255838652472,-114.102007406008 50.925586043376,-114.100772645437 50.9242386272662,-114.102001508496 50.9228890718005,-114.104465060455 50.92288689388,-114.105699891785 50.9242342712169))",7973,93,67
"POLYGON ((-114.105718229519 50.9323251793616,-114.104489225827 50.9336747718301,-114.10202510399 50.9336769505834,-114.100790128353 50.93232953666,-114.102019203755 50.9309799827674,-114.10448318309 50.9309778042223,-114.105718229519 50.9323251793616))",7970,89,74
"POLYGON ((-114.105712116 50.9296282112332,-114.10448318309 50.9309778042223,-114.102019203755 50.9309799827674,-114.100784299818 50.9296325681152,-114.102013304427 50.9282830136982,-114.104477141282 50.9282808353613,-114.105712116 50.9296282112332))",7971,90,72
"POLYGON ((-114.105730459378 50.9377191118591,-114.104501314092 50.9390687032865,-114.102036907184 50.9390708824564,-114.100801788114 50.9377234699906,-114.102031005133 50.9363739171464,-114.104495269495 50.9363717381848,-114.105730459378 50.9377191118591))",7968,85,72
"POLYGON ((-114.105724343978 50.9350221462369,-114.104495269495 50.9363717381848,-114.102031005133 50.9363739171464,-114.100795957785 50.9350265039518,-114.10202510399 50.9336769505834,-114.104489225827 50.9336747718301,-114.105724343978 50.9350221462369))",7969,87,77
"POLYGON ((-114.105632725786 50.8945675115186,-114.104404712039 50.8959171112776,-114.101942583243 50.8959192871179,-114.100708610398 50.8945718629913,-114.101936695701 50.8932223017562,-114.104398682301 50.8932201261238,-114.105632725786 50.8945675115186))",7984,115,69
"POLYGON ((-114.105626625419 50.8918705258439,-114.104398682301 50.8932201261238,-114.101936695701 50.8932223017562,-114.1007027944 50.8918748769008,-114.101930809064 50.890525315141,-114.10439265349 50.8905231397165,-114.105626625419 50.8918705258439))",7985,129,85
"POLYGON ((-114.098916458785 51.2101127114945,-114.097679888398 51.2114621720277,-114.095200969628 51.2114642148329,-114.093958766037 51.2101167969092,-114.095195409252 51.2087673753451,-114.097674183237 51.2087653327356,-114.098916458785 51.2101127114945))",8143,150,124
"POLYGON ((-114.098829895892 51.1696599829276,-114.097594403527 51.1710094513455,-114.095117654182 51.1710114912185,-114.09387654166 51.1696640624781,-114.095112106685 51.1683146329728,-114.097588711579 51.1683125932952,-114.098829895892 51.1696599829276))",8158,94,84
"POLYGON ((-114.098824132165 51.1669631243513,-114.097588711579 51.1683125932952,-114.095112106685 51.1683146329728,-114.09387106681 51.1669672035113,-114.095106560044 51.1656177734763,-114.097583020512 51.165615733994,-114.098824132165 51.1669631243513))",8159,92,79
"POLYGON ((-114.098841426018 51.1750536963278,-114.09760579006 51.1764031636941,-114.09512875175 51.1764052039577,-114.093887493898 51.1750577766597,-114.095123202537 51.1737083482135,-114.097600096354 51.1737063081452,-114.098841426018 51.1750536963278))",8156,104,105
"POLYGON ((-114.098835660509 51.1723568402531,-114.097600096354 51.1737063081452,-114.095123202537 51.1737083482135,-114.093882017356 51.1723609201943,-114.095117654182 51.1710114912185,-114.097594403527 51.1710094513455,-114.098835660509 51.1723568402531))",8157,97,88
"POLYGON ((-114.098852959708 51.1804474047252,-114.097617180114 51.18179687104,-114.095139852748 51.1817989116944,-114.093898449522 51.1804514858385,-114.09513430182 51.1791020584514,-114.097611484647 51.1791000179924,-114.098852959708 51.1804474047252))",8154,108,77
"POLYGON ((-114.098847192417 51.1777505511519,-114.097611484647 51.1791000179924,-114.09513430182 51.1791020584514,-114.093892971287 51.1777546318744,-114.09512875175 51.1764052039577,-114.09760579006 51.1764031636941,-114.098847192417 51.1777505511519))",8155,107,78
"POLYGON ((-114.098864496964 51.18584110812,-114.09762857369 51.1871905733833,-114.095150957179 51.1871926144285,-114.093909408533 51.185845190015,-114.095145404534 51.1844957636868,-114.097622876462 51.184493722837,-114.098864496964 51.18584110812))",8152,118,80
"POLYGON ((-114.09885872789 51.1831442570479,-114.097622876462 51.184493722837,-114.095145404534 51.1844957636868,-114.093903928604 51.183148338552,-114.095139852748 51.1817989116944,-114.097617180114 51.18179687104,-114.09885872789 51.1831442570479))",8153,110,78
"POLYGON ((-114.098876037788 51.1912348065123,-114.097639970788 51.1925842707243,-114.095162065043 51.1925863121605,-114.093920370933 51.1912388891891,-114.095156510682 51.1898894639198,-114.097634271799 51.1898874226791,-114.098876037788 51.1912348065123))",8150,129,90
"POLYGON ((-114.09887026693 51.1885379579414,-114.097634271799 51.1898874226791,-114.095156510682 51.1898894639198,-114.093914889309 51.1885420402273,-114.095150957179 51.1871926144285,-114.09762857369 51.1871905733833,-114.09887026693 51.1885379579414))",8151,123,84
"POLYGON ((-114.098887582181 51.1966284999024,-114.097651371412 51.1979779630632,-114.095173176342 51.1979800048904,-114.093931336723 51.1966325833613,-114.095167620263 51.1952831591507,-114.097645670659 51.1952811175191,-114.098887582181 51.1966284999024))",8148,136,100
"POLYGON ((-114.098881809538 51.1939316538326,-114.097645670659 51.1952811175191,-114.095167620263 51.1952831591507,-114.093925853404 51.1939357369005,-114.095162065043 51.1925863121605,-114.097639970788 51.1925842707243,-114.098881809538 51.1939316538326))",8149,133,95
"POLYGON ((-114.098899130143 51.2020221882906,-114.097662775561 51.2033716504003,-114.095184291078 51.2033736926186,-114.093942305904 51.2020262725316,-114.095178733281 51.2006768493797,-114.097657073045 51.200674807357,-114.098899130143 51.2020221882906))",8146,146,110
"POLYGON ((-114.098893355716 51.1993253447218,-114.097657073045 51.200674807357,-114.095178733281 51.2006768493797,-114.093936820889 51.1993294285717,-114.095173176342 51.1979800048904,-114.097651371412 51.1979779630632,-114.098893355716 51.1993253447218))",8147,144,104
"POLYGON ((-114.098910681678 51.207415871677,-114.097674183237 51.2087653327356,-114.095195409252 51.2087673753451,-114.093953278478 51.2074199567004,-114.095189849735 51.206070534607,-114.097668478958 51.2060684921931,-114.098910681678 51.207415871677))",8144,149,118
"POLYGON ((-114.098904905464 51.204719030609,-114.097668478958 51.2060684921931,-114.095189849735 51.206070534607,-114.093947791766 51.2047231152412,-114.095184291078 51.2033736926186,-114.097662775561 51.2033716504003,-114.098904905464 51.204719030609))",8145,146,114
"POLYGON ((-114.098737783033 51.1265100955981,-114.097503437811 51.1278595724326,-114.095028996985 51.1278616091835,-114.093789045481 51.1265141689048,-114.095023463181 51.1251647309227,-114.097497759915 51.1251626943668,-114.098737783033 51.1265100955981))",8174,60,64
"POLYGON ((-114.098732033534 51.123813217006,-114.097497759915 51.1251626943668,-114.095023463181 51.1251647309227,-114.093783584145 51.1238172899229,-114.095017930232 51.1224678514108,-114.097492082895 51.1224658150498,-114.098732033534 51.123813217006))",8175,57,64
"POLYGON ((-114.098749284695 51.1319038490286,-114.097514796235 51.1332533248108,-114.095040067156 51.1332553619516,-114.093799970681 51.1319079231152,-114.095034531643 51.1305584861931,-114.097509116585 51.1305564492473,-114.098749284695 51.1319038490286))",8172,64,58
"POLYGON ((-114.09874353342 51.1292069729389,-114.097509116585 51.1305564492473,-114.095034531643 51.1305584861931,-114.093794507659 51.1292110466356,-114.095028996985 51.1278616091835,-114.097503437811 51.1278595724326,-114.09874353342 51.1292069729389))",8173,61,63
"POLYGON ((-114.09876078991 51.1372975974547,-114.097526158168 51.1386470721845,-114.095051140747 51.1386491097153,-114.093810899257 51.1373016723213,-114.095045603524 51.135952236459,-114.097520476763 51.1359501991232,-114.09876078991 51.1372975974547))",8170,68,62
"POLYGON ((-114.098755036858 51.1346007238672,-114.097520476763 51.1359501991232,-114.095045603524 51.135952236459,-114.093805434547 51.1346047983438,-114.095040067156 51.1332553619516,-114.097514796235 51.1332533248108,-114.098755036858 51.1346007238672))",8171,67,59
