GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;3;0.42;CONSTITUTIVE;2024-07-23 11:07
SD;4;0.56;CONSTITUTIVE;2024-07-23 11:07
ECR;3;0.42;CONSTITUTIVE;2024-07-23 11:07
Renew;5;0.69;CONSTITUTIVE;2024-07-23 11:07
Theleft;2;0.28;CONSTITUTIVE;2024-07-23 11:07
GREENSEFA;2;0.28;CONSTITUTIVE;2024-07-23 11:07
PfE;3;0.42;CONSTITUTIVE;2024-07-23 11:07
