GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
ECR;20;2.78;CONSTITUTIVE;2024-07-16 13:26
EPP;23;3.19;CONSTITUTIVE;2024-07-16 13:26
SD;3;0.42;CONSTITUTIVE;2024-07-16 13:26
NI;3;0.42;CONSTITUTIVE;2024-07-16 13:26
ESN;3;0.42;CONSTITUTIVE;2024-07-16 13:26
Renew;1;0.14;CONSTITUTIVE;2024-07-16 13:26
