GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;1;0.14;CONSTITUTIVE;2024-07-15 17:47
Renew;6;0.83;CONSTITUTIVE;2024-07-15 17:47
ESN;1;0.14;CONSTITUTIVE;2024-07-15 17:47
NI;7;0.97;CONSTITUTIVE;2024-07-15 17:47
