GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;7;0.97;CONSTITUTIVE;2024-07-23 11:07
SD;8;1.11;CONSTITUTIVE;2024-07-23 11:07
Renew;2;0.28;CONSTITUTIVE;2024-07-23 11:07
Theleft;2;0.28;CONSTITUTIVE;2024-07-23 11:07
PfE;2;0.28;CONSTITUTIVE;2024-07-23 11:07
