GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;5;0.69;CONSTITUTIVE;2024-07-23 11:07
SD;5;0.69;CONSTITUTIVE;2024-07-23 11:07
Renew;2;0.28;CONSTITUTIVE;2024-07-23 11:07
GREENSEFA;2;0.28;CONSTITUTIVE;2024-07-23 11:07
PfE;6;0.83;CONSTITUTIVE;2024-07-23 11:07
