GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;9;1.25;CONSTITUTIVE;2024-07-23 11:07
SD;21;2.92;CONSTITUTIVE;2024-07-23 11:07
ECR;24;3.33;CONSTITUTIVE;2024-07-23 11:07
Theleft;10;1.39;CONSTITUTIVE;2024-07-23 11:07
GREENSEFA;4;0.56;CONSTITUTIVE;2024-07-23 11:07
PfE;8;1.11;CONSTITUTIVE;2024-07-23 11:07
