GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
PfE;11;1.53;CONSTITUTIVE;2024-07-23 11:07
EPP;7;0.97;CONSTITUTIVE;2024-07-23 11:07
SD;2;0.28;CONSTITUTIVE;2024-07-23 11:07
ESN;1;0.14;CONSTITUTIVE;2024-07-23 11:07
