GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;2;0.28;CONSTITUTIVE;2024-07-23 11:07
SD;1;0.14;CONSTITUTIVE;2024-07-23 11:07
ECR;3;0.42;CONSTITUTIVE;2024-07-23 11:07
Renew;1;0.14;CONSTITUTIVE;2024-07-23 11:07
GREENSEFA;1;0.14;CONSTITUTIVE;2024-07-23 11:07
PfE;1;0.14;CONSTITUTIVE;2024-07-23 11:07
