GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
EPP;7;0.97;CONSTITUTIVE;2024-07-23 11:07
SD;3;0.42;CONSTITUTIVE;2024-07-23 11:07
ECR;2;0.28;CONSTITUTIVE;2024-07-23 11:07
Theleft;4;0.56;CONSTITUTIVE;2024-07-23 11:07
PfE;1;0.14;CONSTITUTIVE;2024-07-23 11:07
NI;4;0.56;CONSTITUTIVE;2024-07-23 11:07
